Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,City,Sales_Channel,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Shipping_Cost,Payment_Fee,Cost_of_Goods,Return_Flag,Return_Quantity,Return_Amount,Net_Revenue,Profit,Profit_Margin,Payment_Method,Order_Status
ORD00016,2025-07-01,C0148,Consumer,West,Surat,Website,P007,Yoga Mat,Sports,3,1261.27,10.0,3783.81,378.38,97.15,91.28,1950,False,0,0.0,3405.43,1267.0,37.21,UPI,Delivered
ORD00017,2024-01-17,C0330,Consumer,South,Bengaluru,Website,P013,Coffee Maker,Home & Kitchen,2,3890.49,15.0,7780.98,1167.15,77.92,174.33,5100,False,0,0.0,6613.83,1261.58,19.07,UPI,Delivered
ORD00018,2024-05-16,C0498,Consumer,North,Delhi,Mobile App,P013,Coffee Maker,Home & Kitchen,2,4078.2,15.0,8156.4,1223.46,169.33,136.3,5100,True,2,6932.94,0.0,-5405.63,0.0,COD,Returned
ORD00019,2024-09-07,C0141,Home Office,North,Chandigarh,Marketplace,P011,Leather Wallet,Accessories,3,1064.27,15.0,3192.81,478.92,163.71,55.76,1650,False,0,0.0,2713.89,844.42,31.11,UPI,Delivered
ORD00020,2024-12-09,C0140,Home Office,East,Kolkata,Marketplace,P019,Planner,Stationery,1,789.68,0.0,789.68,0.0,120.66,12.43,320,False,0,0.0,789.68,336.59,42.62,Net Banking,Delivered
ORD00021,2024-02-23,C0047,Consumer,West,Mumbai,Marketplace,P012,Sunglasses,Accessories,4,1505.16,20.0,6020.64,1204.13,221.05,150.23,3400,False,0,0.0,4816.51,1045.23,21.7,Credit Card,Delivered
ORD00022,2024-05-03,C0038,Consumer,West,Mumbai,Website,P019,Planner,Stationery,3,795.44,10.0,2386.32,238.63,218.62,69.47,960,False,0,0.0,2147.69,899.6,41.89,Net Banking,Delivered
ORD00023,2024-06-18,C0356,Corporate,South,Chennai,Website,P008,Fitness Band,Sports,1,1970.92,0.0,1970.92,0.0,211.92,34.63,1200,False,0,0.0,1970.92,524.37,26.61,UPI,Delivered
ORD00024,2025-02-15,C0572,Corporate,West,Mumbai,Website,P009,Office Backpack,Accessories,1,1850.7,5.0,1850.7,92.54,164.82,39.86,1000,False,0,0.0,1758.16,553.48,31.48,Net Banking,Delivered
ORD00025,2025-04-03,C0570,Consumer,West,Pune,Website,P016,Desk Lamp,Home & Kitchen,3,1295.01,15.0,3885.03,582.75,220.05,113.24,2250,False,0,0.0,3302.28,718.99,21.77,Credit Card,Delivered
ORD00026,2025-07-23,C0527,Consumer,South,Hyderabad,Website,P010,Travel Bag,Accessories,1,2723.47,15.0,2723.47,408.52,243.18,43.31,1450,False,0,0.0,2314.95,578.46,24.99,UPI,Delivered
ORD00027,2024-08-23,C0521,Consumer,West,Mumbai,Website,P007,Yoga Mat,Sports,1,1132.02,5.0,1132.02,56.6,43.86,26.51,650,False,0,0.0,1075.42,355.05,33.02,UPI,Delivered
ORD00028,2024-08-29,C0002,Home Office,North,Delhi,Website,P009,Office Backpack,Accessories,2,1827.3,5.0,3654.6,182.73,102.76,117.02,2000,False,0,0.0,3471.87,1252.09,36.06,Debit Card,Delivered
ORD00029,2024-04-20,C0251,Consumer,North,Lucknow,Marketplace,P001,Wireless Headphones,Electronics,4,1870.35,10.0,7481.4,748.14,49.17,122.77,4200,True,3,5049.94,1683.32,-2688.62,-159.72,UPI,Returned
ORD00030,2024-12-17,C0312,Consumer,East,Patna,Website,P020,Study Table Organizer,Stationery,2,1002.24,0.0,2004.48,0.0,123.06,54.37,900,False,0,0.0,2004.48,927.05,46.25,Debit Card,Delivered
ORD00031,2025-01-05,C0186,Corporate,East,Ranchi,Website,P013,Coffee Maker,Home & Kitchen,1,4449.14,5.0,4449.14,222.46,115.44,113.52,2550,False,0,0.0,4226.68,1447.72,34.25,Credit Card,Cancelled
ORD00032,2024-03-06,C0163,Corporate,South,Hyderabad,Mobile App,P002,Smart Watch,Electronics,1,3029.53,0.0,3029.53,0.0,194.64,85.66,1900,False,0,0.0,3029.53,849.23,28.03,Net Banking,Delivered
ORD00033,2024-06-04,C0367,Home Office,East,Ranchi,Mobile App,P017,Notebook Set,Stationery,2,608.13,5.0,1216.26,60.81,140.78,33.18,520,True,1,577.72,577.73,-116.23,-20.12,Debit Card,Returned
ORD00034,2024-07-03,C0039,Corporate,North,Lucknow,Mobile App,P004,Laptop Stand,Electronics,3,1546.23,15.0,4638.69,695.8,183.48,98.35,2550,False,0,0.0,3942.89,1111.06,28.18,Net Banking,Delivered
ORD00035,2025-08-10,C0345,Consumer,South,Bengaluru,Mobile App,P011,Leather Wallet,Accessories,1,1062.81,10.0,1062.81,106.28,200.69,32.06,550,False,0,0.0,956.53,173.78,18.17,COD,Delivered
ORD00036,2024-10-05,C0365,Home Office,South,Kochi,Website,P006,Running Shoes,Sports,2,3557.93,5.0,7115.86,355.79,137.33,152.75,4200,False,0,0.0,6760.07,2269.99,33.58,Credit Card,Delivered
ORD00037,2025-09-20,C0221,Corporate,West,Surat,Website,P017,Notebook Set,Stationery,1,641.0,15.0,641.0,96.15,113.84,9.28,260,False,0,0.0,544.85,161.73,29.68,UPI,Delivered
ORD00038,2025-06-22,C0156,Consumer,North,Chandigarh,Website,P003,Bluetooth Speaker,Electronics,1,2311.14,5.0,2311.14,115.56,63.58,33.05,1300,False,0,0.0,2195.58,798.95,36.39,Credit Card,Delivered
ORD00039,2024-01-26,C0521,Consumer,South,Kochi,Website,P014,Air Fryer,Home & Kitchen,1,5474.93,0.0,5474.93,0.0,89.4,177.31,3500,False,0,0.0,5474.93,1708.22,31.2,Credit Card,Delivered
ORD00040,2025-10-16,C0419,Corporate,South,Kochi,Mobile App,P008,Fitness Band,Sports,1,1975.14,10.0,1975.14,197.51,161.46,36.41,1200,False,0,0.0,1777.63,379.76,21.36,UPI,Delivered
ORD00041,2024-03-13,C0353,Corporate,West,Mumbai,Mobile App,P001,Wireless Headphones,Electronics,1,1671.07,5.0,1671.07,83.55,249.05,37.98,1050,False,0,0.0,1587.52,250.49,15.78,Credit Card,Delivered
ORD00043,2025-10-15,C0481,Corporate,West,Mumbai,Website,P018,Premium Pen Set,Stationery,1,950.61,15.0,950.61,142.59,64.44,25.33,400,False,0,0.0,808.02,318.25,39.39,Net Banking,Delivered
ORD00044,2024-05-13,C0067,Consumer,South,Kochi,Marketplace,P007,Yoga Mat,Sports,4,1130.73,15.0,4522.92,678.44,106.68,130.93,2600,False,0,0.0,3844.48,1006.87,26.19,Debit Card,Delivered
ORD00045,2025-06-20,C0079,Consumer,East,Ranchi,Marketplace,P004,Laptop Stand,Electronics,1,1618.77,15.0,1618.77,242.82,246.57,27.22,850,False,0,0.0,1375.95,252.16,18.33,UPI,Delivered
ORD00046,2024-09-19,C0080,Consumer,South,Bengaluru,Mobile App,P001,Wireless Headphones,Electronics,1,1712.05,5.0,1712.05,85.6,213.78,48.26,1050,False,0,0.0,1626.45,314.41,19.33,UPI,Delivered
ORD00047,2025-12-31,C0405,Consumer,West,Surat,Mobile App,P015,Electric Kettle,Home & Kitchen,1,1799.81,0.0,1799.81,0.0,66.71,58.12,1050,False,0,0.0,1799.81,624.98,34.72,Debit Card,Delivered
ORD00048,2025-03-11,C0422,Corporate,North,Jaipur,Marketplace,P014,Air Fryer,Home & Kitchen,2,5926.83,0.0,11853.66,0.0,148.87,213.41,7000,False,0,0.0,11853.66,4491.38,37.89,Credit Card,Delivered
ORD00049,2024-07-18,C0505,Corporate,South,Bengaluru,Website,P009,Office Backpack,Accessories,3,1846.17,0.0,5538.51,0.0,44.4,92.18,3000,False,0,0.0,5538.51,2401.93,43.37,UPI,Delivered
ORD00050,2024-11-24,C0463,Corporate,West,Mumbai,Website,P001,Wireless Headphones,Electronics,2,1889.79,0.0,3779.58,0.0,111.04,126.85,2100,False,0,0.0,3779.58,1441.69,38.14,UPI,Delivered
ORD00051,2024-05-03,C0414,Consumer,East,Ranchi,Website,P016,Desk Lamp,Home & Kitchen,5,1508.57,0.0,7542.85,0.0,74.61,133.01,3750,False,0,0.0,7542.85,3585.23,47.53,Net Banking,Delivered
ORD00052,2025-02-10,C0088,Corporate,West,Pune,Mobile App,P018,Premium Pen Set,Stationery,2,954.69,5.0,1909.38,95.47,195.89,56.78,800,False,0,0.0,1813.91,761.24,41.97,Debit Card,Delivered
ORD00053,2025-01-27,C0500,Home Office,North,Jaipur,Mobile App,P008,Fitness Band,Sports,3,2148.17,5.0,6444.51,322.23,68.94,173.02,3600,True,3,6122.28,0.0,-3841.96,0.0,UPI,Returned
ORD00054,2024-02-07,C0188,Consumer,South,Kochi,Website,P013,Coffee Maker,Home & Kitchen,1,4291.72,10.0,4291.72,429.17,196.64,133.8,2550,False,0,0.0,3862.55,982.11,25.43,Net Banking,Delivered
ORD00055,2025-11-15,C0350,Corporate,West,Ahmedabad,Website,P002,Smart Watch,Electronics,1,3430.56,5.0,3430.56,171.53,245.73,59.66,1900,False,0,0.0,3259.03,1053.64,32.33,Credit Card,Delivered
ORD00056,2025-12-10,C0563,Consumer,East,Bhubaneswar,Marketplace,P012,Sunglasses,Accessories,1,1667.97,15.0,1667.97,250.2,68.42,42.57,850,False,0,0.0,1417.77,456.78,32.22,COD,Delivered
ORD00057,2025-09-09,C0414,Consumer,West,Ahmedabad,Website,P005,Mechanical Keyboard,Electronics,1,2814.52,5.0,2814.52,140.73,228.97,41.27,1650,False,0,0.0,2673.79,753.55,28.18,COD,Delivered
ORD00058,2024-07-17,C0426,Consumer,South,Kochi,Website,P015,Electric Kettle,Home & Kitchen,1,1863.36,0.0,1863.36,0.0,183.59,48.26,1050,False,0,0.0,1863.36,581.51,31.21,UPI,Delivered
ORD00059,2024-02-12,C0423,Consumer,South,Bengaluru,Mobile App,P017,Notebook Set,Stationery,1,562.75,15.0,562.75,84.41,206.74,11.93,260,False,0,0.0,478.34,-0.33,-0.07,Net Banking,Delivered
ORD00060,2024-03-08,C0214,Consumer,West,Surat,Marketplace,P006,Running Shoes,Sports,1,3428.28,10.0,3428.28,342.83,59.62,73.5,2100,False,0,0.0,3085.45,852.33,27.62,UPI,Delivered
ORD00061,2025-05-22,C0476,Home Office,South,Bengaluru,Mobile App,P011,Leather Wallet,Accessories,1,1185.1,5.0,1185.1,59.26,78.69,37.02,550,False,0,0.0,1125.84,460.13,40.87,UPI,Delivered
ORD00062,2024-12-31,C0544,Corporate,West,Ahmedabad,Mobile App,P009,Office Backpack,Accessories,3,1678.87,0.0,5036.61,0.0,220.22,158.06,3000,False,0,0.0,5036.61,1658.33,32.93,Debit Card,Delivered
ORD00063,2025-01-29,C0450,Consumer,South,Kochi,Website,P009,Office Backpack,Accessories,2,1781.43,10.0,3562.86,356.29,209.3,102.21,2000,False,0,0.0,3206.57,895.06,27.91,UPI,Delivered
ORD00064,2024-03-06,C0483,Consumer,South,Kochi,Mobile App,P015,Electric Kettle,Home & Kitchen,3,1906.91,10.0,5720.73,572.07,179.65,104.03,3150,False,0,0.0,5148.66,1714.98,33.31,Debit Card,Delivered
ORD00065,2025-08-25,C0354,Consumer,North,Jaipur,Website,P004,Laptop Stand,Electronics,6,1581.47,5.0,9488.82,474.44,157.43,248.48,5100,False,0,0.0,9014.38,3508.47,38.92,Debit Card,Delivered
ORD00066,2024-04-29,C0437,Consumer,North,Chandigarh,Website,P012,Sunglasses,Accessories,1,1492.22,10.0,1492.22,149.22,47.28,35.8,850,False,0,0.0,1343.0,409.92,30.52,Net Banking,Delivered
ORD00067,2024-11-20,C0304,Corporate,East,Patna,Mobile App,P005,Mechanical Keyboard,Electronics,2,2847.98,10.0,5695.96,569.6,187.55,101.24,3300,False,0,0.0,5126.36,1537.57,29.99,UPI,Delivered
ORD00068,2025-08-01,C0492,Corporate,East,Bhubaneswar,Mobile App,P011,Leather Wallet,Accessories,1,1096.84,10.0,1096.84,109.68,98.94,18.89,550,False,0,0.0,987.16,319.33,32.35,UPI,Delivered
ORD00069,2024-07-08,C0136,Consumer,West,Surat,Website,P002,Smart Watch,Electronics,2,2959.19,0.0,5918.38,0.0,134.63,198.79,3800,False,0,0.0,5918.38,1784.96,30.16,Credit Card,Delivered
ORD00070,2025-08-06,C0456,Consumer,South,Bengaluru,Mobile App,P018,Premium Pen Set,Stationery,1,883.27,5.0,883.27,44.16,65.42,19.62,400,False,0,0.0,839.11,354.07,42.2,UPI,Delivered
ORD00071,2025-10-16,C0041,Consumer,East,Patna,Mobile App,P005,Mechanical Keyboard,Electronics,2,2605.77,0.0,5211.54,0.0,42.46,122.16,3300,False,0,0.0,5211.54,1746.92,33.52,Credit Card,Delivered
ORD00072,2024-12-22,C0213,Corporate,South,Hyderabad,Website,P015,Electric Kettle,Home & Kitchen,1,1780.12,5.0,1780.12,89.01,117.95,45.7,1050,False,0,0.0,1691.11,477.46,28.23,Debit Card,Delivered
ORD00073,2025-03-15,C0007,Consumer,West,Surat,Mobile App,P009,Office Backpack,Accessories,1,1854.22,5.0,1854.22,92.71,45.78,44.23,1000,False,0,0.0,1761.51,671.5,38.12,Credit Card,Delivered
ORD00074,2024-12-28,C0448,Corporate,North,Lucknow,Website,P009,Office Backpack,Accessories,1,1699.66,15.0,1699.66,254.95,202.44,49.99,1000,False,0,0.0,1444.71,192.28,13.31,Credit Card,Delivered
ORD00075,2025-01-13,C0343,Consumer,North,Jaipur,Marketplace,P020,Study Table Organizer,Stationery,1,998.22,20.0,998.22,199.64,224.87,21.94,450,False,0,0.0,798.58,101.77,12.74,Debit Card,Delivered
ORD00076,2025-06-03,C0284,Consumer,East,Kolkata,Mobile App,P003,Bluetooth Speaker,Electronics,2,2358.09,0.0,4716.18,0.0,198.47,117.14,2600,False,0,0.0,4716.18,1800.57,38.18,Credit Card,Delivered
ORD00077,2024-08-03,C0407,Consumer,North,Lucknow,Marketplace,P015,Electric Kettle,Home & Kitchen,1,1913.21,20.0,1913.21,382.64,134.15,38.58,1050,False,0,0.0,1530.57,307.84,20.11,COD,Delivered
ORD00078,2025-04-24,C0022,Consumer,South,Hyderabad,Marketplace,P007,Yoga Mat,Sports,1,1246.17,15.0,1246.17,186.93,201.47,29.84,650,False,0,0.0,1059.24,177.93,16.8,Net Banking,Delivered
ORD00079,2024-04-13,C0535,Corporate,North,Jaipur,Website,P007,Yoga Mat,Sports,2,1131.88,10.0,2263.76,226.38,84.33,65.74,1300,False,0,0.0,2037.38,587.31,28.83,UPI,Delivered
ORD00080,2025-07-20,C0027,Consumer,West,Ahmedabad,Mobile App,P011,Leather Wallet,Accessories,2,1124.13,5.0,2248.26,112.41,89.28,44.99,1100,False,0,0.0,2135.85,901.58,42.21,Credit Card,Delivered
ORD00081,2024-02-28,C0471,Consumer,South,Kochi,Mobile App,P005,Mechanical Keyboard,Electronics,1,2577.71,10.0,2577.71,257.77,106.42,39.53,1650,False,0,0.0,2319.94,523.99,22.59,UPI,Delivered
ORD00082,2025-03-03,C0452,Consumer,South,Hyderabad,Marketplace,P013,Coffee Maker,Home & Kitchen,2,4343.17,20.0,8686.34,1737.27,199.82,236.38,5100,False,0,0.0,6949.07,1412.87,20.33,UPI,Delivered
ORD00083,2025-12-23,C0293,Corporate,West,Mumbai,Mobile App,P001,Wireless Headphones,Electronics,2,1717.05,5.0,3434.1,171.7,224.83,63.01,2100,False,0,0.0,3262.4,874.56,26.81,Credit Card,Delivered
ORD00084,2025-12-28,C0263,Consumer,West,Ahmedabad,Website,P018,Premium Pen Set,Stationery,1,830.12,5.0,830.12,41.51,44.06,13.79,400,False,0,0.0,788.61,330.76,41.94,Credit Card,Delivered
ORD00085,2024-01-17,C0182,Consumer,West,Mumbai,Mobile App,P007,Yoga Mat,Sports,1,1187.62,5.0,1187.62,59.38,195.2,21.96,650,False,0,0.0,1128.24,261.08,23.14,Credit Card,Delivered
ORD00086,2025-01-07,C0484,Corporate,North,Chandigarh,Marketplace,P012,Sunglasses,Accessories,1,1593.19,15.0,1593.19,238.98,162.26,47.13,850,False,0,0.0,1354.21,294.82,21.77,Credit Card,Delivered
ORD00087,2024-11-26,C0143,Consumer,North,Jaipur,Website,P002,Smart Watch,Electronics,1,3429.07,10.0,3429.07,342.91,153.15,50.03,1900,False,0,0.0,3086.16,982.98,31.85,Debit Card,Delivered
ORD00088,2025-08-18,C0361,Consumer,North,Jaipur,Website,P012,Sunglasses,Accessories,3,1723.19,10.0,5169.57,516.96,90.82,159.18,2550,False,0,0.0,4652.61,1852.61,39.82,COD,Cancelled
ORD00089,2025-11-29,C0090,Consumer,North,Chandigarh,Website,P010,Travel Bag,Accessories,1,2520.96,5.0,2520.96,126.05,204.08,81.91,1450,False,0,0.0,2394.91,658.92,27.51,Net Banking,Delivered
ORD00090,2025-02-24,C0074,Corporate,South,Kochi,Marketplace,P018,Premium Pen Set,Stationery,4,885.29,20.0,3541.16,708.23,49.43,85.61,1600,False,0,0.0,2832.93,1097.89,38.75,Credit Card,Delivered
ORD00091,2025-11-05,C0359,Home Office,North,Jaipur,Mobile App,P011,Leather Wallet,Accessories,1,1131.6,5.0,1131.6,56.58,191.02,28.24,550,False,0,0.0,1075.02,305.76,28.44,UPI,Delivered
ORD00092,2024-04-18,C0199,Home Office,East,Patna,Marketplace,P011,Leather Wallet,Accessories,1,1166.79,0.0,1166.79,0.0,213.62,18.61,550,False,0,0.0,1166.79,384.56,32.96,Debit Card,Delivered
ORD00093,2024-01-04,C0290,Consumer,East,Patna,Website,P004,Laptop Stand,Electronics,2,1380.35,15.0,2760.7,414.1,87.1,66.32,1700,False,0,0.0,2346.6,493.18,21.02,Net Banking,Delivered
ORD00094,2024-11-01,C0542,Consumer,West,Mumbai,Website,P020,Study Table Organizer,Stationery,2,1044.9,15.0,2089.8,313.47,48.91,36.07,900,False,0,0.0,1776.33,791.35,44.55,UPI,Delivered
ORD00095,2024-04-11,C0191,Consumer,North,Chandigarh,Marketplace,P016,Desk Lamp,Home & Kitchen,6,1363.18,20.0,8179.08,1635.82,187.25,193.3,4500,False,0,0.0,6543.26,1662.71,25.41,COD,Delivered
ORD00096,2025-04-18,C0100,Consumer,South,Kochi,Marketplace,P006,Running Shoes,Sports,2,3248.93,15.0,6497.86,974.68,221.15,102.65,4200,False,0,0.0,5523.18,999.38,18.09,Credit Card,Delivered
ORD00097,2025-07-08,C0458,Consumer,South,Hyderabad,Website,P015,Electric Kettle,Home & Kitchen,1,1738.84,5.0,1738.84,86.94,170.47,35.81,1050,False,0,0.0,1651.9,395.62,23.95,Credit Card,Delivered
ORD00098,2024-02-28,C0033,Consumer,West,Surat,Website,P008,Fitness Band,Sports,6,2077.16,0.0,12462.96,0.0,148.93,231.65,7200,False,0,0.0,12462.96,4882.38,39.18,UPI,Delivered
ORD00099,2024-03-22,C0474,Home Office,North,Delhi,Website,P004,Laptop Stand,Electronics,1,1396.4,10.0,1396.4,139.64,136.18,21.17,850,False,0,0.0,1256.76,249.41,19.85,Debit Card,Delivered
ORD00100,2024-05-13,C0283,Consumer,South,Bengaluru,Mobile App,P017,Notebook Set,Stationery,2,626.14,5.0,1252.28,62.61,50.6,32.78,520,False,0,0.0,1189.67,586.29,49.28,COD,Delivered
ORD00101,2024-03-23,C0420,Corporate,South,Chennai,Website,P012,Sunglasses,Accessories,6,1584.23,0.0,9505.38,0.0,154.84,270.08,5100,False,0,0.0,9505.38,3980.46,41.88,UPI,Delivered
ORD00102,2024-05-30,C0111,Consumer,South,Hyderabad,Website,P019,Planner,Stationery,5,788.76,5.0,3943.8,197.19,82.06,102.42,1600,False,0,0.0,3746.61,1962.13,52.37,Debit Card,Delivered
ORD00103,2025-11-21,C0494,Consumer,North,Delhi,Website,P018,Premium Pen Set,Stationery,2,899.92,0.0,1799.84,0.0,204.64,42.09,800,False,0,0.0,1799.84,753.11,41.84,Debit Card,Delivered
ORD00104,2024-07-23,C0214,Consumer,North,Delhi,Mobile App,P017,Notebook Set,Stationery,3,636.64,10.0,1909.92,190.99,63.19,35.73,780,False,0,0.0,1718.93,840.01,48.87,UPI,Delivered
ORD00105,2025-06-18,C0277,Corporate,South,Chennai,Marketplace,P002,Smart Watch,Electronics,3,3043.26,15.0,9129.78,1369.47,215.96,249.69,5700,False,0,0.0,7760.31,1594.66,20.55,Credit Card,Delivered
ORD00106,2024-10-11,C0239,Corporate,South,Bengaluru,Mobile App,P003,Bluetooth Speaker,Electronics,4,2082.34,5.0,8329.36,416.47,114.4,135.37,5200,False,0,0.0,7912.89,2463.12,31.13,Credit Card,Delivered
ORD00107,2024-07-24,C0247,Consumer,West,Ahmedabad,Website,P018,Premium Pen Set,Stationery,2,906.72,0.0,1813.44,0.0,238.47,52.47,800,False,0,0.0,1813.44,722.5,39.84,COD,Delivered
ORD00108,2024-10-08,C0017,Consumer,West,Mumbai,Mobile App,P008,Fitness Band,Sports,1,2184.89,15.0,2184.89,327.73,82.72,32.59,1200,False,0,0.0,1857.16,541.85,29.18,Credit Card,Delivered
ORD00109,2025-10-20,C0429,Consumer,North,Lucknow,Website,P003,Bluetooth Speaker,Electronics,3,2156.17,5.0,6468.51,323.43,249.41,160.89,3900,False,0,0.0,6145.08,1834.78,29.86,UPI,Delivered
ORD00110,2024-02-09,C0059,Consumer,South,Kochi,Mobile App,P003,Bluetooth Speaker,Electronics,2,2306.66,0.0,4613.32,0.0,180.94,126.45,2600,False,0,0.0,4613.32,1705.93,36.98,UPI,Delivered
ORD00111,2024-08-07,C0442,Home Office,East,Patna,Mobile App,P007,Yoga Mat,Sports,2,1278.3,0.0,2556.6,0.0,56.16,73.94,1300,False,0,0.0,2556.6,1126.5,44.06,Net Banking,Delivered
ORD00112,2025-01-03,C0384,Home Office,North,Delhi,Website,P008,Fitness Band,Sports,1,1995.07,10.0,1995.07,199.51,117.35,42.46,1200,True,1,1795.56,0.0,-1359.81,0.0,UPI,Returned
ORD00113,2024-03-10,C0405,Consumer,East,Patna,Mobile App,P019,Planner,Stationery,1,759.2,0.0,759.2,0.0,249.77,16.35,320,False,0,0.0,759.2,173.08,22.8,Net Banking,Delivered
ORD00114,2024-12-30,C0351,Consumer,West,Mumbai,Website,P010,Travel Bag,Accessories,1,2564.56,5.0,2564.56,128.23,54.56,67.65,1450,False,0,0.0,2436.33,864.12,35.47,Debit Card,Delivered
ORD00115,2025-10-26,C0276,Consumer,North,Lucknow,Marketplace,P013,Coffee Maker,Home & Kitchen,2,4317.46,10.0,8634.92,863.49,237.76,142.58,5100,False,0,0.0,7771.43,2291.09,29.48,Debit Card,Delivered
ORD00116,2024-06-30,C0458,Consumer,North,Delhi,Mobile App,P007,Yoga Mat,Sports,2,1288.5,5.0,2577.0,128.85,124.4,44.25,1300,False,0,0.0,2448.15,979.5,40.01,UPI,Delivered
ORD00117,2025-06-21,C0587,Consumer,North,Chandigarh,Mobile App,P014,Air Fryer,Home & Kitchen,2,5977.44,10.0,11954.88,1195.49,237.56,328.36,7000,False,0,0.0,10759.39,3193.47,29.68,UPI,Delivered
ORD00118,2024-09-24,C0064,Consumer,East,Kolkata,Website,P015,Electric Kettle,Home & Kitchen,1,1703.81,0.0,1703.81,0.0,72.67,32.62,1050,False,0,0.0,1703.81,548.52,32.19,UPI,Delivered
ORD00119,2025-10-11,C0039,Corporate,North,Chandigarh,Mobile App,P009,Office Backpack,Accessories,1,1679.69,5.0,1679.69,83.98,212.7,25.75,1000,False,0,0.0,1595.71,357.26,22.39,Credit Card,Delivered
ORD00120,2025-11-18,C0530,Home Office,South,Kochi,Mobile App,P017,Notebook Set,Stationery,3,586.69,5.0,1760.07,88.0,108.93,40.26,780,False,0,0.0,1672.07,742.88,44.43,UPI,Delivered
ORD00121,2024-08-16,C0390,Corporate,North,Delhi,Mobile App,P001,Wireless Headphones,Electronics,5,1923.01,10.0,9615.05,961.5,70.03,194.63,5250,False,0,0.0,8653.55,3138.89,36.27,UPI,Delivered
